1614, 165, 66, 78, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09070_CROPED.JPG, path time not found, 0, Start 
1469, 327, 88, 130, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09070_CROPED.JPG, path time not found, 1, Start 
1614.0, 165.0, 66.0, 78.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09070_CROPED.JPG, path time not found, 0, Auto
1469.0, 327.0, 88.0, 130.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09070_CROPED.JPG, path time not found, 1, Auto
1588.0, 158.0, 67.0, 80.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09071_CROPED.JPG, path time not found, 0, Auto
1447.0, 320.0, 88.0, 130.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09071_CROPED.JPG, path time not found, 1, Auto
1584.0, 162.0, 66.0, 78.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09072_CROPED.JPG, path time not found, 0, Auto
1449.0, 321.0, 88.0, 130.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09072_CROPED.JPG, path time not found, 1, Auto
1578.0, 160.0, 67.0, 80.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09073_CROPED.JPG, path time not found, 0, Auto
1450.0, 323.0, 86.0, 127.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09073_CROPED.JPG, path time not found, 1, Auto
1573.0, 164.0, 67.0, 80.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09074_CROPED.JPG, path time not found, 0, Auto
1449.0, 333.0, 88.0, 130.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09074_CROPED.JPG, path time not found, 1, Auto
1570.0, 164.0, 66.0, 78.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09075_CROPED.JPG, path time not found, 0, Auto
1450.0, 338.0, 85.0, 125.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09075_CROPED.JPG, path time not found, 1, Auto
1564.0, 163.0, 66.0, 78.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09076_CROPED.JPG, path time not found, 0, Auto
1449.0, 342.0, 86.0, 127.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09076_CROPED.JPG, path time not found, 1, Auto
1560.0, 164.0, 63.0, 75.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09077_CROPED.JPG, path time not found, 0, Auto
1449.0, 342.0, 88.0, 130.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09077_CROPED.JPG, path time not found, 1, Auto
1553.0, 162.0, 65.0, 76.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09078_CROPED.JPG, path time not found, 0, Auto
1449.0, 345.0, 86.0, 127.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09078_CROPED.JPG, path time not found, 1, Auto
1576, 289, 80, 97, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\10\side\cropped\4\09078_CROPED.JPG, path time not found, 0, Start 
