1215, 896, 41, 87, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0560_CROPED.JPG, path time not found, 0, Start 
1131, 894, 53, 91, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0560_CROPED.JPG, path time not found, 1, Start 
1215.0, 896.0, 41.0, 87.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0560_CROPED.JPG, path time not found, 0, Auto
1131.0, 894.0, 53.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0560_CROPED.JPG, path time not found, 1, Auto
1216.0, 896.0, 41.0, 87.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0561_CROPED.JPG, path time not found, 0, Auto
1131.0, 894.0, 53.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0561_CROPED.JPG, path time not found, 1, Auto
1217.0, 896.0, 40.0, 85.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0562_CROPED.JPG, path time not found, 0, Auto
1132.0, 896.0, 51.0, 87.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0562_CROPED.JPG, path time not found, 1, Auto
1217.0, 896.0, 41.0, 87.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0563_CROPED.JPG, path time not found, 0, Auto
1131.0, 896.0, 51.0, 87.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0563_CROPED.JPG, path time not found, 1, Auto
1215.0, 893.0, 44.0, 92.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0564_CROPED.JPG, path time not found, 0, Auto
1133.0, 899.0, 47.0, 81.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0564_CROPED.JPG, path time not found, 1, Auto
1215.0, 895.0, 43.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0565_CROPED.JPG, path time not found, 0, Auto
1132.0, 901.0, 45.0, 78.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0565_CROPED.JPG, path time not found, 1, Auto
1227, 1044, 29, 53, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0565_CROPED.JPG, path time not found, 0, Start 
1146, 1056, 36, 72, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0565_CROPED.JPG, path time not found, 1, Start 
1227.0, 1044.0, 29.0, 53.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0565_CROPED.JPG, path time not found, 0, Auto
1147.0, 1057.0, 35.0, 69.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0565_CROPED.JPG, path time not found, 1, Auto
1228.0, 1047.0, 28.0, 52.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0566_CROPED.JPG, path time not found, 0, Auto
1146.0, 1059.0, 36.0, 72.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0566_CROPED.JPG, path time not found, 1, Auto
1227.0, 1047.0, 29.0, 53.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0567_CROPED.JPG, path time not found, 0, Auto
1145.0, 1057.0, 36.0, 72.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0567_CROPED.JPG, path time not found, 1, Auto
1228.0, 1060.0, 29.0, 53.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0568_CROPED.JPG, path time not found, 0, Auto
1146.0, 1072.0, 36.0, 72.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0568_CROPED.JPG, path time not found, 1, Auto
1228.0, 1060.0, 29.0, 53.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0569_CROPED.JPG, path time not found, 0, Auto
1146.0, 1072.0, 36.0, 72.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0569_CROPED.JPG, path time not found, 1, Auto
1228.0, 1060.0, 29.0, 53.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0570_CROPED.JPG, path time not found, 0, Auto
1146.0, 1072.0, 36.0, 72.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\3\0570_CROPED.JPG, path time not found, 1, Auto
