1231, 1118, 26, 84, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0024_CROPED.JPG, path time not found, 0, Start 
1143, 1270, 54, 123, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0024_CROPED.JPG, path time not found, 1, Start 
1231.0, 1119.0, 25.0, 82.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0024_CROPED.JPG, path time not found, 0, Auto
1142.0, 1267.0, 56.0, 128.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0024_CROPED.JPG, path time not found, 1, Auto
1232.0, 1122.0, 26.0, 84.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0025_CROPED.JPG, path time not found, 0, Auto
1142.0, 1265.0, 56.0, 128.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0025_CROPED.JPG, path time not found, 1, Auto
1233.0, 1129.0, 27.0, 86.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0026_CROPED.JPG, path time not found, 0, Auto
1142.0, 1273.0, 54.0, 123.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0026_CROPED.JPG, path time not found, 1, Auto
1233.0, 1138.0, 26.0, 84.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0027_CROPED.JPG, path time not found, 0, Auto
1143.0, 1278.0, 54.0, 123.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0027_CROPED.JPG, path time not found, 1, Auto
1233.0, 1145.0, 26.0, 84.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0028_CROPED.JPG, path time not found, 0, Auto
1144.0, 1286.0, 52.0, 118.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0028_CROPED.JPG, path time not found, 1, Auto
1233.0, 1146.0, 27.0, 86.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0029_CROPED.JPG, path time not found, 0, Auto
1144.0, 1278.0, 52.0, 118.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0029_CROPED.JPG, path time not found, 1, Auto
1234.0, 1158.0, 27.0, 86.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0030_CROPED.JPG, path time not found, 0, Auto
1144.0, 1292.0, 51.0, 116.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0030_CROPED.JPG, path time not found, 1, Auto
1235.0, 1169.0, 26.0, 84.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0031_CROPED.JPG, path time not found, 0, Auto
1142.0, 1299.0, 53.0, 121.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0031_CROPED.JPG, path time not found, 1, Auto
1235.0, 1170.0, 26.0, 84.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0032_CROPED.JPG, path time not found, 0, Auto
1141.0, 1297.0, 53.0, 121.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0032_CROPED.JPG, path time not found, 1, Auto
1235.0, 1171.0, 26.0, 84.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0033_CROPED.JPG, path time not found, 0, Auto
1142.0, 1295.0, 53.0, 121.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0033_CROPED.JPG, path time not found, 1, Auto
1235.0, 1173.0, 25.0, 82.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0034_CROPED.JPG, path time not found, 0, Auto
1140.0, 1291.0, 55.0, 125.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\16\side\cropped\1\0034_CROPED.JPG, path time not found, 1, Auto
