1667, 1715, 80, 203, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\2\4880_CROPED.JPG, path time not found, 0, Start 
1517, 1648, 77, 249, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\2\4880_CROPED.JPG, path time not found, 1, Start 
1670.0, 1723.0, 74.0, 188.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\2\4880_CROPED.JPG, path time not found, 0, Auto
1518.0, 1648.0, 77.0, 249.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\2\4880_CROPED.JPG, path time not found, 1, Auto
1630.0, 1716.0, 72.0, 184.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\2\4881_CROPED.JPG, path time not found, 0, Auto
1489.0, 1593.0, 77.0, 249.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\2\4881_CROPED.JPG, path time not found, 1, Auto
1623.0, 1732.0, 74.0, 188.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\2\4882_CROPED.JPG, path time not found, 0, Auto
1502.0, 1590.0, 73.0, 235.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\2\4882_CROPED.JPG, path time not found, 1, Auto
1609.0, 1695.0, 80.0, 203.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\2\4883_CROPED.JPG, path time not found, 0, Auto
1500.0, 1592.0, 74.0, 239.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\2\4883_CROPED.JPG, path time not found, 1, Auto
1597.0, 1692.0, 80.0, 203.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\2\4884_CROPED.JPG, path time not found, 0, Auto
1497.0, 1588.0, 74.0, 239.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\14\side\cropped\2\4884_CROPED.JPG, path time not found, 1, Auto
