1803, 525, 41, 92, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9390_CROPED.JPG, path time not found, 0, Start 
1716, 570, 30, 62, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9390_CROPED.JPG, path time not found, 1, Start 
1804.0, 527.0, 39.0, 88.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9390_CROPED.JPG, path time not found, 0, Auto
1716.0, 570.0, 30.0, 62.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9390_CROPED.JPG, path time not found, 1, Auto
1805.0, 513.0, 37.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9391_CROPED.JPG, path time not found, 0, Auto
1718.0, 590.0, 31.0, 63.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9391_CROPED.JPG, path time not found, 1, Auto
1801.0, 476.0, 37.0, 83.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9392_CROPED.JPG, path time not found, 0, Auto
1718.0, 575.0, 29.0, 60.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9392_CROPED.JPG, path time not found, 1, Auto
1786, 326, 35, 116, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9392_CROPED.JPG, path time not found, 0, Start 
1716, 365, 24, 151, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9392_CROPED.JPG, path time not found, 1, Start 
1786.0, 326.0, 35.0, 116.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9392_CROPED.JPG, path time not found, 0, Auto
1717.0, 365.0, 24.0, 151.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9392_CROPED.JPG, path time not found, 1, Auto
1787.0, 329.0, 34.0, 114.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9393_CROPED.JPG, path time not found, 0, Auto
1717.0, 364.0, 24.0, 154.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9393_CROPED.JPG, path time not found, 1, Auto
1788.0, 337.0, 32.0, 107.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9394_CROPED.JPG, path time not found, 0, Auto
1719.0, 374.0, 23.0, 145.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9394_CROPED.JPG, path time not found, 1, Auto
1788.0, 337.0, 33.0, 109.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\15\side\cropped\2\9395_CROPED.JPG, path time not found, 0, Auto
