1348, 1151, 57, 87, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9555_CROPED.JPG, path time not found, 0, Start 
1735, 1167, 51, 129, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9555_CROPED.JPG, path time not found, 1, Start 
1348.0, 1151.0, 57.0, 87.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9555_CROPED.JPG, path time not found, 0, Auto
1735.0, 1167.0, 51.0, 129.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9555_CROPED.JPG, path time not found, 1, Auto
1348.0, 1150.0, 57.0, 87.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9556_CROPED.JPG, path time not found, 0, Auto
1737.0, 1168.0, 51.0, 129.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9556_CROPED.JPG, path time not found, 1, Auto
1349.0, 1156.0, 54.0, 82.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9557_CROPED.JPG, path time not found, 0, Auto
1735.0, 1164.0, 53.0, 134.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9557_CROPED.JPG, path time not found, 1, Auto
1349.0, 1152.0, 56.0, 85.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9558_CROPED.JPG, path time not found, 0, Auto
1735.0, 1162.0, 55.0, 140.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9558_CROPED.JPG, path time not found, 1, Auto
1321, 1115, 85, 219, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9558_CROPED.JPG, path time not found, 0, Start 
1500, 1115, 107, 181, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9558_CROPED.JPG, path time not found, 1, Start 
1321.0, 1117.0, 83.0, 215.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2c_motor_modified_CN\measurements\22\side\cropped\1\9558_CROPED.JPG, path time not found, 0, Auto
