3371, 1532, 102, 274, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\48\Top\1\DSC_1750.JPG, 04-08 15:30:13, 0, Start 
3370.89, 1531.99, 102.0, 274.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\48\Top\1\DSC_1750.JPG, 04-08 15:30:13, 0, Auto
3370.72, 1533.1, 102.0, 274.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\48\Top\1\DSC_1751.JPG, 04-08 15:30:13, 0, Auto
3371.24, 1532.2, 102.0, 274.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\48\Top\1\DSC_1752.JPG, 04-08 15:30:13, 0, Auto
3371.88, 1531.88, 102.0, 274.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\48\Top\1\DSC_1753.JPG, 04-08 15:30:13, 0, Auto
3375.48, 1533.26, 102.0, 274.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\48\Top\1\DSC_1754.JPG, 04-08 15:30:13, 0, Auto
3380.13, 1535.25, 100.0, 268.63, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\48\Top\1\DSC_1755.JPG, 04-08 15:30:13, 0, Auto
3383.81, 1540.36, 98.04, 263.36, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\48\Top\1\DSC_1756.JPG, 04-08 15:30:13, 0, Auto
3390.93, 1545.56, 94.23, 253.13, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\48\Top\1\DSC_1757.JPG, 04-08 15:30:13, 0, Auto
3395.17, 1542.65, 94.23, 253.13, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\48\Top\1\DSC_1758.JPG, 04-08 15:30:13, 0, Auto
3397.97, 1543.88, 94.23, 253.13, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\48\Top\1\DSC_1759.JPG, 04-08 15:30:13, 0, Auto
