2572, 1760, 61, 89, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2360_CROPED.jpg, path time not found, 0, Start 
2823.0, 829.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2500_CROPED.jpg, path time not found, 0, Auto
2820.0, 829.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2501_CROPED.jpg, path time not found, 0, Auto
2821.0, 828.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2502_CROPED.jpg, path time not found, 0, Auto
2821.0, 828.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2503_CROPED.jpg, path time not found, 0, Auto
2820.0, 827.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2504_CROPED.jpg, path time not found, 0, Auto
2819.0, 828.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2505_CROPED.jpg, path time not found, 0, Auto
2819.0, 828.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2506_CROPED.jpg, path time not found, 0, Auto
2819.0, 829.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2507_CROPED.jpg, path time not found, 0, Auto
2819.0, 826.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2508_CROPED.jpg, path time not found, 0, Auto
2820.0, 827.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2509_CROPED.jpg, path time not found, 0, Auto
2819.0, 826.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2510_CROPED.jpg, path time not found, 0, Auto
2820.0, 826.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2511_CROPED.jpg, path time not found, 0, Auto
2821.0, 824.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2512_CROPED.jpg, path time not found, 0, Auto
2838.0, 825.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2513_CROPED.jpg, path time not found, 0, Auto
2837.0, 825.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2514_CROPED.jpg, path time not found, 0, Auto
2842.0, 827.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2515_CROPED.jpg, path time not found, 0, Auto
2842.0, 825.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2516_CROPED.jpg, path time not found, 0, Auto
2841.0, 826.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2517_CROPED.jpg, path time not found, 0, Auto
2842.0, 826.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2518_CROPED.jpg, path time not found, 0, Auto
2846.0, 825.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2519_CROPED.jpg, path time not found, 0, Auto
2846.0, 826.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2520_CROPED.jpg, path time not found, 0, Auto
2851.0, 827.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2521_CROPED.jpg, path time not found, 0, Auto
2855.0, 826.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2522_CROPED.jpg, path time not found, 0, Auto
2855.0, 826.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2523_CROPED.jpg, path time not found, 0, Auto
2858.0, 826.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2524_CROPED.jpg, path time not found, 0, Auto
2858.0, 826.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2525_CROPED.jpg, path time not found, 0, Auto
2861.0, 827.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2526_CROPED.jpg, path time not found, 0, Auto
2862.0, 828.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2527_CROPED.jpg, path time not found, 0, Auto
2865.0, 827.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2528_CROPED.jpg, path time not found, 0, Auto
2867.0, 829.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2529_CROPED.jpg, path time not found, 0, Auto
2868.0, 827.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2530_CROPED.jpg, path time not found, 0, Auto
2868.0, 830.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2531_CROPED.jpg, path time not found, 0, Auto
2871.0, 830.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2532_CROPED.jpg, path time not found, 0, Auto
2874.0, 832.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2533_CROPED.jpg, path time not found, 0, Auto
2879.0, 835.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2534_CROPED.jpg, path time not found, 0, Auto
2883.0, 836.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2535_CROPED.jpg, path time not found, 0, Auto
2885.0, 837.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2536_CROPED.jpg, path time not found, 0, Auto
2891.0, 839.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2537_CROPED.jpg, path time not found, 0, Auto
2897.0, 839.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2538_CROPED.jpg, path time not found, 0, Auto
2899.0, 841.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2539_CROPED.jpg, path time not found, 0, Auto
2901.0, 843.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2540_CROPED.jpg, path time not found, 0, Auto
2906.0, 845.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2541_CROPED.jpg, path time not found, 0, Auto
2910.0, 849.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2542_CROPED.jpg, path time not found, 0, Auto
2914.0, 850.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2543_CROPED.jpg, path time not found, 0, Auto
2917.0, 852.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2544_CROPED.jpg, path time not found, 0, Auto
2922.0, 854.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2545_CROPED.jpg, path time not found, 0, Auto
2928.0, 857.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2546_CROPED.jpg, path time not found, 0, Auto
2931.0, 858.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2547_CROPED.jpg, path time not found, 0, Auto
2933.0, 860.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2548_CROPED.jpg, path time not found, 0, Auto
2939.0, 861.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2549_CROPED.jpg, path time not found, 0, Auto
2943.0, 862.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2550_CROPED.jpg, path time not found, 0, Auto
2949.0, 864.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2551_CROPED.jpg, path time not found, 0, Auto
2951.0, 867.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2552_CROPED.jpg, path time not found, 0, Auto
2955.0, 869.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2553_CROPED.jpg, path time not found, 0, Auto
2959.0, 872.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2554_CROPED.jpg, path time not found, 0, Auto
2965.0, 872.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2555_CROPED.jpg, path time not found, 0, Auto
2966.0, 875.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2556_CROPED.jpg, path time not found, 0, Auto
2973.0, 876.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2557_CROPED.jpg, path time not found, 0, Auto
2978.0, 877.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2558_CROPED.jpg, path time not found, 0, Auto
2981.0, 879.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2559_CROPED.jpg, path time not found, 0, Auto
2984.0, 881.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2560_CROPED.jpg, path time not found, 0, Auto
2988.0, 882.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2561_CROPED.jpg, path time not found, 0, Auto
2993.0, 884.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2562_CROPED.jpg, path time not found, 0, Auto
2996.0, 887.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2563_CROPED.jpg, path time not found, 0, Auto
2999.0, 889.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2564_CROPED.jpg, path time not found, 0, Auto
3006.0, 890.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2565_CROPED.jpg, path time not found, 0, Auto
2973.0, 883.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2566_CROPED.jpg, path time not found, 0, Auto
2979.0, 889.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2567_CROPED.jpg, path time not found, 0, Auto
2985.0, 893.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2568_CROPED.jpg, path time not found, 0, Auto
2991.0, 897.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2569_CROPED.jpg, path time not found, 0, Auto
2994.0, 899.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2570_CROPED.jpg, path time not found, 0, Auto
2996.0, 904.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2571_CROPED.jpg, path time not found, 0, Auto
3002.0, 909.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2572_CROPED.jpg, path time not found, 0, Auto
3005.0, 912.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2573_CROPED.jpg, path time not found, 0, Auto
3009.0, 916.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2574_CROPED.jpg, path time not found, 0, Auto
3014.0, 919.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2575_CROPED.jpg, path time not found, 0, Auto
3017.0, 922.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2576_CROPED.jpg, path time not found, 0, Auto
3021.0, 926.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2577_CROPED.jpg, path time not found, 0, Auto
3026.0, 928.0, 60.0, 87.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2578_CROPED.jpg, path time not found, 0, Auto
3030.0, 932.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2579_CROPED.jpg, path time not found, 0, Auto
3033.0, 934.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2580_CROPED.jpg, path time not found, 0, Auto
3035.0, 937.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2581_CROPED.jpg, path time not found, 0, Auto
3037.0, 939.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2582_CROPED.jpg, path time not found, 0, Auto
3041.0, 942.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2583_CROPED.jpg, path time not found, 0, Auto
3042.0, 945.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2584_CROPED.jpg, path time not found, 0, Auto
3044.0, 947.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2585_CROPED.jpg, path time not found, 0, Auto
3046.0, 946.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2586_CROPED.jpg, path time not found, 0, Auto
3048.0, 950.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2587_CROPED.jpg, path time not found, 0, Auto
3051.0, 950.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2588_CROPED.jpg, path time not found, 0, Auto
3051.0, 951.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2589_CROPED.jpg, path time not found, 0, Auto
3057.0, 952.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2590_CROPED.jpg, path time not found, 0, Auto
3054.0, 954.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2591_CROPED.jpg, path time not found, 0, Auto
3055.0, 959.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2592_CROPED.jpg, path time not found, 0, Auto
3057.0, 961.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2593_CROPED.jpg, path time not found, 0, Auto
3057.0, 963.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2594_CROPED.jpg, path time not found, 0, Auto
3059.0, 965.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2595_CROPED.jpg, path time not found, 0, Auto
3062.0, 967.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2596_CROPED.jpg, path time not found, 0, Auto
3060.0, 969.0, 61.0, 89.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2597_CROPED.jpg, path time not found, 0, Auto
3062.0, 970.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2598_CROPED.jpg, path time not found, 0, Auto
3063.0, 972.0, 63.0, 93.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2599_CROPED.jpg, path time not found, 0, Auto
3064.0, 974.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2600_CROPED.jpg, path time not found, 0, Auto
3064.0, 975.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2601_CROPED.jpg, path time not found, 0, Auto
3063.0, 977.0, 63.0, 93.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2602_CROPED.jpg, path time not found, 0, Auto
3066.0, 978.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2603_CROPED.jpg, path time not found, 0, Auto
3064.0, 980.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2604_CROPED.jpg, path time not found, 0, Auto
3066.0, 982.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2605_CROPED.jpg, path time not found, 0, Auto
3065.0, 985.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2606_CROPED.jpg, path time not found, 0, Auto
3067.0, 987.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2607_CROPED.jpg, path time not found, 0, Auto
3067.0, 989.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2608_CROPED.jpg, path time not found, 0, Auto
3067.0, 991.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2609_CROPED.jpg, path time not found, 0, Auto
3067.0, 993.0, 62.0, 91.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2610_CROPED.jpg, path time not found, 0, Auto
3065.0, 995.0, 65.0, 94.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2611_CROPED.jpg, path time not found, 0, Auto
3065.0, 999.0, 65.0, 94.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2612_CROPED.jpg, path time not found, 0, Auto
3067.0, 1000.0, 66.0, 96.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2613_CROPED.jpg, path time not found, 0, Auto
3064.0, 1001.0, 69.0, 100.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2614_CROPED.jpg, path time not found, 0, Auto
3064.0, 999.0, 70.0, 102.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2615_CROPED.jpg, path time not found, 0, Auto
3064.0, 1002.0, 67.0, 98.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2616_CROPED.jpg, path time not found, 0, Auto
3000.0, 969.0, 67.0, 98.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2617_CROPED.jpg, path time not found, 0, Auto
2992.0, 972.0, 69.0, 100.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2618_CROPED.jpg, path time not found, 0, Auto
2996.0, 980.0, 67.0, 98.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2619_CROPED.jpg, path time not found, 0, Auto
2997.0, 988.0, 67.0, 98.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2620_CROPED.jpg, path time not found, 0, Auto
2994.0, 990.0, 70.0, 102.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2621_CROPED.jpg, path time not found, 0, Auto
2994.0, 994.0, 71.0, 104.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2622_CROPED.jpg, path time not found, 0, Auto
2994.0, 999.0, 73.0, 106.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2623_CROPED.jpg, path time not found, 0, Auto
2997.0, 1002.0, 71.0, 104.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2624_CROPED.jpg, path time not found, 0, Auto
2994.0, 1007.0, 71.0, 104.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2625_CROPED.jpg, path time not found, 0, Auto
2996.0, 1011.0, 71.0, 104.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2626_CROPED.jpg, path time not found, 0, Auto
2991.0, 1015.0, 71.0, 104.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2627_CROPED.jpg, path time not found, 0, Auto
2990.0, 1017.0, 74.0, 108.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2628_CROPED.jpg, path time not found, 0, Auto
2988.0, 1019.0, 79.0, 115.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2629_CROPED.jpg, path time not found, 0, Auto
2988.0, 1022.0, 80.0, 117.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2630_CROPED.jpg, path time not found, 0, Auto
2989.0, 1022.0, 82.0, 120.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2631_CROPED.jpg, path time not found, 0, Auto
2986.0, 1026.0, 84.0, 122.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2632_CROPED.jpg, path time not found, 0, Auto
2989.0, 1028.0, 85.0, 125.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2633_CROPED.jpg, path time not found, 0, Auto
2987.0, 1028.0, 87.0, 127.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2634_CROPED.jpg, path time not found, 0, Auto
2987.0, 1030.0, 89.0, 130.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2635_CROPED.jpg, path time not found, 0, Auto
2981.0, 1028.0, 92.0, 135.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2636_CROPED.jpg, path time not found, 0, Auto
2981.0, 1028.0, 94.0, 138.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2637_CROPED.jpg, path time not found, 0, Auto
2982.0, 1028.0, 94.0, 138.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2638_CROPED.jpg, path time not found, 0, Auto
2980.0, 1031.0, 92.0, 135.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2639_CROPED.jpg, path time not found, 0, Auto
2979.0, 1029.0, 92.0, 135.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2640_CROPED.jpg, path time not found, 0, Auto
2979.0, 1030.0, 92.0, 135.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2641_CROPED.jpg, path time not found, 0, Auto
2976.0, 1027.0, 96.0, 140.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2642_CROPED.jpg, path time not found, 0, Auto
2978.0, 1031.0, 94.0, 138.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\116\top\1\2643_CROPED.jpg, path time not found, 0, Auto
