1003, 1862, 57, 39, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6485_CROPED.jpg, path time not found, 0, Start 
1003.0, 1862.0, 57.0, 39.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6485_CROPED.jpg, path time not found, 0, Auto
1003.0, 1862.0, 57.0, 39.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6486_CROPED.jpg, path time not found, 0, Auto
1003.0, 1862.0, 57.0, 39.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6487_CROPED.jpg, path time not found, 0, Auto
1003.0, 1862.0, 58.0, 40.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6488_CROPED.jpg, path time not found, 0, Auto
1003.0, 1862.0, 58.0, 40.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6489_CROPED.jpg, path time not found, 0, Auto
1003.0, 1862.0, 59.0, 41.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6490_CROPED.jpg, path time not found, 0, Auto
995.0, 1862.0, 57.0, 39.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6491_CROPED.jpg, path time not found, 0, Auto
987.0, 1863.0, 58.0, 40.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6492_CROPED.jpg, path time not found, 0, Auto
981.0, 1864.0, 57.0, 39.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6493_CROPED.jpg, path time not found, 0, Auto
974.0, 1864.0, 56.0, 38.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6494_CROPED.jpg, path time not found, 0, Auto
967.0, 1865.0, 55.0, 37.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6495_CROPED.jpg, path time not found, 0, Auto
962.0, 1865.0, 54.0, 37.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6496_CROPED.jpg, path time not found, 0, Auto
957.0, 1866.0, 52.0, 35.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6497_CROPED.jpg, path time not found, 0, Auto
949.0, 1866.0, 53.0, 36.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6498_CROPED.jpg, path time not found, 0, Auto
945.0, 1867.0, 52.0, 35.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6499_CROPED.jpg, path time not found, 0, Auto
937.0, 1866.0, 53.0, 36.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6500_CROPED.jpg, path time not found, 0, Auto
931.0, 1866.0, 54.0, 37.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6501_CROPED.jpg, path time not found, 0, Auto
925.0, 1866.0, 54.0, 37.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6502_CROPED.jpg, path time not found, 0, Auto
920.0, 1866.0, 54.0, 37.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6503_CROPED.jpg, path time not found, 0, Auto
913.0, 1865.0, 55.0, 37.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6504_CROPED.jpg, path time not found, 0, Auto
908.0, 1865.0, 55.0, 37.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6505_CROPED.jpg, path time not found, 0, Auto
901.0, 1864.0, 56.0, 38.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6506_CROPED.jpg, path time not found, 0, Auto
897.0, 1864.0, 56.0, 38.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6507_CROPED.jpg, path time not found, 0, Auto
889.0, 1863.0, 58.0, 40.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6508_CROPED.jpg, path time not found, 0, Auto
886.0, 1863.0, 58.0, 40.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6509_CROPED.jpg, path time not found, 0, Auto
883.0, 1864.0, 56.0, 38.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6510_CROPED.jpg, path time not found, 0, Auto
877.0, 1864.0, 56.0, 38.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6511_CROPED.jpg, path time not found, 0, Auto
873.0, 1864.0, 55.0, 37.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6512_CROPED.jpg, path time not found, 0, Auto
868.0, 1864.0, 55.0, 37.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6513_CROPED.jpg, path time not found, 0, Auto
864.0, 1864.0, 54.0, 37.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\115\side\1\6514_CROPED.jpg, path time not found, 0, Auto
