3396, 1556, 70, 90, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4140.JPG, 09-08 13:28:24, 0, Start 
3396.61, 1557.04, 68.63, 88.24, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4140.JPG, 09-08 13:28:24, 0, Auto
3396.6, 1556.93, 68.63, 88.24, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4141.JPG, 09-08 13:28:24, 0, Auto
3395.91, 1555.01, 71.4, 91.8, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4142.JPG, 09-08 13:28:18, 0, Auto
3396.77, 1556.47, 70.0, 90.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4143.JPG, 09-08 13:28:24, 0, Auto
3396.71, 1556.32, 70.0, 90.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4144.JPG, 09-08 13:28:24, 0, Auto
3396.39, 1556.03, 70.0, 90.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4145.JPG, 09-08 13:28:24, 0, Auto
3396.18, 1555.6, 70.0, 90.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4146.JPG, 09-08 13:28:24, 0, Auto
3395.62, 1556.19, 70.0, 90.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4147.JPG, 09-08 13:28:24, 0, Auto
3396.34, 1557.17, 68.63, 88.24, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4148.JPG, 09-08 13:28:24, 0, Auto
3396.16, 1556.85, 68.63, 88.24, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4149.JPG, 09-08 13:28:18, 0, Auto
3400.93, 1561.53, 68.63, 88.24, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4150.JPG, 09-08 13:28:24, 0, Auto
3411.08, 1566.75, 68.63, 88.24, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4151.JPG, 09-08 13:28:24, 0, Auto
3420.65, 1572.26, 65.96, 84.81, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4152.JPG, 09-08 13:28:24, 0, Auto
3428.17, 1578.66, 65.96, 84.81, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4153.JPG, 09-08 13:28:24, 0, Auto
3436.82, 1578.46, 64.67, 83.15, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4154.JPG, 09-08 13:28:18, 0, Auto
3444.97, 1579.64, 64.67, 83.15, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4155.JPG, 09-08 13:28:24, 0, Auto
3453.15, 1580.71, 65.96, 84.81, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4156.JPG, 09-08 13:28:24, 0, Auto
3462.53, 1580.02, 67.28, 86.51, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4157.JPG, 09-08 13:28:24, 0, Auto
3470.64, 1582.51, 65.96, 84.81, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4158.JPG, 09-08 13:28:24, 0, Auto
3481.14, 1584.04, 65.96, 84.81, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4159.JPG, 09-08 13:28:24, 0, Auto
3491.37, 1584.55, 64.67, 83.15, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4160.JPG, 07-08 22:35:20, 0, Auto
3501.13, 1583.81, 64.67, 83.15, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4161.JPG, 09-08 13:28:24, 0, Auto
3510.02, 1582.66, 64.67, 83.15, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4162.JPG, 09-08 13:28:24, 0, Auto
3519.62, 1581.89, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4163.JPG, 09-08 13:28:24, 0, Auto
3528.53, 1580.43, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4164.JPG, 09-08 13:28:24, 0, Auto
3537.72, 1578.64, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4165.JPG, 09-08 13:28:24, 0, Auto
3543.96, 1575.73, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4166.JPG, 09-08 13:28:24, 0, Auto
3553.77, 1573.16, 64.67, 83.15, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4167.JPG, 09-08 13:28:24, 0, Auto
3559.15, 1568.81, 64.67, 83.15, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4168.JPG, 09-08 13:28:24, 0, Auto
3568.42, 1568.01, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4169.JPG, 09-08 13:28:18, 0, Auto
3578.24, 1565.78, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4170.JPG, 09-08 13:28:24, 0, Auto
3584.72, 1562.64, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4171.JPG, 09-08 13:28:24, 0, Auto
3594.07, 1562.88, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4172.JPG, 09-08 13:28:24, 0, Auto
3599.56, 1556.28, 64.67, 83.15, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4173.JPG, 09-08 13:28:24, 0, Auto
3608.33, 1555.05, 64.67, 83.15, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4174.JPG, 09-08 13:28:24, 0, Auto
3615.11, 1552.65, 64.67, 83.15, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4175.JPG, 07-08 22:42:50, 0, Auto
3624.04, 1551.09, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4176.JPG, 09-08 13:28:24, 0, Auto
3629.77, 1546.8, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4177.JPG, 09-08 13:28:24, 0, Auto
3637.3, 1542.81, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4178.JPG, 09-08 13:28:24, 0, Auto
3644.56, 1541.69, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4179.JPG, 09-08 13:28:24, 0, Auto
3650.48, 1539.06, 62.16, 79.92, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4180.JPG, 09-08 13:28:24, 0, Auto
3657.39, 1532.79, 62.16, 79.92, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4181.JPG, 09-08 13:28:24, 0, Auto
3662.33, 1527.61, 63.4, 81.52, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4182.JPG, 09-08 13:28:24, 0, Auto
3667.93, 1521.84, 64.67, 83.15, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4183.JPG, 09-08 13:28:24, 0, Auto
3674.77, 1516.11, 64.67, 83.15, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4184.JPG, 09-08 13:28:24, 0, Auto
3681.38, 1513.64, 65.96, 84.81, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\2\DSC_4185.JPG, 09-08 13:28:24, 0, Auto
