3507, 1641, 66, 64, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_8882.JPG, 30-05 13:11:54, 0, Start 
3506.88, 1640.98, 66.0, 64.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_8882.JPG, 30-05 13:11:54, 0, Auto
3515.34, 1635.39, 66.0, 64.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9010.JPG, 01-06 17:02:49, 0, Auto
3513.22, 1635.84, 67.32, 65.28, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9011.JPG, 30-05 14:16:12, 0, Auto
3515.91, 1633.18, 64.71, 62.75, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9012.JPG, 01-06 17:02:49, 0, Auto
3515.37, 1634.48, 64.71, 62.75, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9013.JPG, 01-06 17:02:49, 0, Auto
3515.93, 1634.41, 64.71, 62.75, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9014.JPG, 30-05 14:17:42, 0, Auto
3515.14, 1634.28, 66.0, 64.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9015.JPG, 01-06 17:02:49, 0, Auto
3517.09, 1634.83, 63.44, 61.51, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9016.JPG, 01-06 17:02:49, 0, Auto
3517.51, 1636.03, 63.44, 61.51, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9017.JPG, 01-06 17:02:49, 0, Auto
3515.93, 1637.34, 64.71, 62.75, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9018.JPG, 01-06 17:02:49, 0, Auto
3515.68, 1635.74, 64.71, 62.75, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9019.JPG, 01-06 17:02:49, 0, Auto
3514.84, 1635.15, 64.71, 62.75, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9020.JPG, 01-06 17:02:49, 0, Auto
3516.14, 1636.13, 63.44, 61.51, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9021.JPG, 01-06 17:02:49, 0, Auto
3517.51, 1635.58, 64.71, 62.75, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9022.JPG, 01-06 17:02:49, 0, Auto
3517.83, 1635.08, 64.71, 62.75, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\26\top\1\DSC_9023.JPG, 01-06 17:02:49, 0, Auto
