3567, 994, 71, 99, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1460.JPG, 02-05 17:56:15, 0, Start 
3566.88, 994.01, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1460.JPG, 02-05 17:56:15, 0, Auto
3565.82, 992.69, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1461.JPG, 02-05 17:56:15, 0, Auto
3567.9, 992.21, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1462.JPG, 02-05 17:56:12, 0, Auto
3567.83, 991.85, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1463.JPG, 02-05 17:56:12, 0, Auto
3566.74, 994.0, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1464.JPG, 02-05 17:56:12, 0, Auto
3565.8, 991.96, 72.42, 100.98, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1465.JPG, 02-05 17:56:12, 0, Auto
3565.72, 992.03, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1466.JPG, 02-05 17:56:12, 0, Auto
3566.67, 991.81, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1467.JPG, 02-05 17:56:12, 0, Auto
3566.73, 990.48, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1468.JPG, 02-05 17:56:12, 0, Auto
3574.23, 1000.89, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1469.JPG, 02-05 17:56:12, 0, Auto
3568.89, 994.77, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1470.JPG, 02-05 17:56:12, 0, Auto
3574.97, 994.12, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1471.JPG, 02-05 17:56:12, 0, Auto
3576.33, 993.58, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1472.JPG, 02-05 17:56:12, 0, Auto
3577.16, 992.6, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1473.JPG, 02-05 17:56:12, 0, Auto
3579.49, 991.39, 72.42, 100.98, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1474.JPG, 02-05 17:56:12, 0, Auto
3584.85, 995.2, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1475.JPG, 02-05 17:56:12, 0, Auto
3584.63, 992.37, 72.42, 100.98, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1476.JPG, 02-05 17:56:12, 0, Auto
3589.22, 994.94, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1477.JPG, 02-05 17:56:12, 0, Auto
3589.13, 995.86, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1478.JPG, 02-05 17:56:12, 0, Auto
3591.3, 993.77, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1479.JPG, 27-04 11:42:58, 0, Auto
3594.75, 999.68, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1480.JPG, 02-05 17:56:12, 0, Auto
3596.84, 996.62, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1481.JPG, 02-05 17:56:12, 0, Auto
3600.32, 995.89, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1482.JPG, 02-05 17:56:12, 0, Auto
3599.82, 997.27, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1483.JPG, 02-05 17:56:12, 0, Auto
3602.7, 997.63, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1484.JPG, 02-05 17:56:12, 0, Auto
3604.07, 996.89, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1485.JPG, 02-05 17:56:12, 0, Auto
3604.23, 997.01, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1486.JPG, 02-05 17:56:12, 0, Auto
3606.08, 996.53, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1487.JPG, 02-05 17:56:01, 0, Auto
3604.83, 999.37, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1488.JPG, 02-05 17:56:12, 0, Auto
3610.78, 998.59, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1489.JPG, 02-05 17:56:12, 0, Auto
3610.78, 997.28, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1490.JPG, 02-05 17:56:12, 0, Auto
3611.22, 999.51, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1491.JPG, 27-04 11:48:58, 0, Auto
3611.19, 995.46, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1492.JPG, 02-05 17:56:12, 0, Auto
3614.08, 997.24, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1493.JPG, 02-05 17:56:12, 0, Auto
3613.87, 999.62, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1494.JPG, 02-05 17:56:12, 0, Auto
3616.63, 999.27, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1495.JPG, 02-05 17:56:12, 0, Auto
3617.59, 997.74, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1496.JPG, 02-05 17:56:12, 0, Auto
3618.63, 1000.1, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1497.JPG, 02-05 17:56:12, 0, Auto
3621.0, 999.87, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1498.JPG, 02-05 17:56:12, 0, Auto
3621.66, 999.5, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1499.JPG, 02-05 17:56:12, 0, Auto
3621.2, 999.95, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1500.JPG, 02-05 17:56:12, 0, Auto
3622.39, 997.55, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1501.JPG, 02-05 17:56:12, 0, Auto
3624.81, 998.57, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1502.JPG, 02-05 17:56:12, 0, Auto
3626.82, 998.31, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1503.JPG, 02-05 17:56:12, 0, Auto
3625.71, 999.51, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1504.JPG, 02-05 17:56:13, 0, Auto
3628.23, 999.06, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1505.JPG, 02-05 17:56:13, 0, Auto
3626.39, 998.4, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1506.JPG, 02-05 17:56:13, 0, Auto
3626.51, 1000.67, 68.24, 95.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1507.JPG, 02-05 17:56:13, 0, Auto
3627.81, 999.58, 69.61, 97.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1508.JPG, 02-05 17:56:13, 0, Auto
3627.71, 998.65, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1509.JPG, 27-04 11:57:58, 0, Auto
3625.72, 1000.43, 71.0, 99.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1510.JPG, 02-05 17:56:13, 0, Auto
3626.54, 1000.61, 72.42, 100.98, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1511.JPG, 02-05 17:56:13, 0, Auto
3629.25, 999.87, 72.42, 100.98, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1512.JPG, 02-05 17:56:13, 0, Auto
3628.74, 1000.59, 72.42, 100.98, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1513.JPG, 02-05 17:56:13, 0, Auto
3629.66, 1000.95, 72.42, 100.98, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1514.JPG, 02-05 17:56:13, 0, Auto
3631.09, 1000.06, 73.87, 103.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1515.JPG, 02-05 17:56:13, 0, Auto
3634.23, 998.1, 73.87, 103.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1516.JPG, 27-04 12:01:28, 0, Auto
3630.97, 1001.53, 75.35, 105.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1517.JPG, 02-05 17:56:13, 0, Auto
3632.57, 999.66, 75.35, 105.06, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1518.JPG, 02-05 17:56:13, 0, Auto
3632.22, 998.55, 76.85, 107.16, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1519.JPG, 02-05 17:56:13, 0, Auto
3632.62, 997.89, 78.39, 109.3, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1520.JPG, 02-05 17:56:13, 0, Auto
3633.04, 998.69, 78.39, 109.3, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1521.JPG, 02-05 17:56:01, 0, Auto
3632.31, 996.12, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1522.JPG, 02-05 17:56:13, 0, Auto
3635.3, 995.7, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1523.JPG, 02-05 17:56:13, 0, Auto
3634.92, 995.78, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1524.JPG, 02-05 17:56:13, 0, Auto
3634.59, 991.43, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1525.JPG, 02-05 17:56:13, 0, Auto
3635.11, 991.55, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1526.JPG, 02-05 17:56:13, 0, Auto
3635.07, 993.15, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1527.JPG, 02-05 17:56:13, 0, Auto
3635.12, 993.76, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1528.JPG, 02-05 17:56:13, 0, Auto
3631.6, 994.82, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1529.JPG, 02-05 17:56:13, 0, Auto
3637.11, 993.09, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1530.JPG, 02-05 17:56:13, 0, Auto
3635.8, 992.27, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1531.JPG, 02-05 17:56:13, 0, Auto
3637.84, 992.1, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1532.JPG, 02-05 17:56:13, 0, Auto
3638.47, 991.73, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1533.JPG, 02-05 17:56:13, 0, Auto
3637.4, 991.8, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1534.JPG, 27-04 12:10:28, 0, Auto
3638.25, 990.2, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1535.JPG, 02-05 17:56:13, 0, Auto
3639.29, 991.17, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1536.JPG, 02-05 17:56:13, 0, Auto
3639.4, 990.85, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1537.JPG, 02-05 17:56:13, 0, Auto
3640.57, 988.75, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1538.JPG, 02-05 17:56:13, 0, Auto
3641.0, 989.02, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1539.JPG, 02-05 17:56:13, 0, Auto
3642.93, 987.07, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1540.JPG, 02-05 17:56:13, 0, Auto
3643.53, 988.22, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1541.JPG, 02-05 17:56:13, 0, Auto
3642.58, 990.52, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1542.JPG, 02-05 17:56:13, 0, Auto
3642.53, 987.05, 81.56, 113.72, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1543.JPG, 02-05 17:56:13, 0, Auto
3641.84, 988.4, 79.96, 111.49, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1544.JPG, 02-05 17:56:13, 0, Auto
3643.72, 984.71, 81.56, 113.72, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1545.JPG, 02-05 17:56:13, 0, Auto
3642.13, 986.82, 81.56, 113.72, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1546.JPG, 02-05 17:56:13, 0, Auto
3644.39, 985.49, 81.56, 113.72, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\20\top\1\DSC_1547.JPG, 02-05 17:56:13, 0, Auto
