3653, 1458, 66, 130, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5856.JPG, 03-08 13:18:03, 0, Start 
3654.21, 1460.65, 63.44, 124.95, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5856.JPG, 03-08 13:18:03, 0, Auto
3631.4, 1443.09, 64.71, 127.45, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5857.JPG, 03-08 13:18:03, 0, Auto
3641.28, 1441.8, 63.44, 124.95, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5858.JPG, 03-08 13:18:03, 0, Auto
3636.38, 1438.44, 63.44, 124.95, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5859.JPG, 03-08 13:18:03, 0, Auto
3632.32, 1438.7, 63.44, 124.95, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5860.JPG, 03-08 13:18:03, 0, Auto
3635.1, 1436.15, 63.44, 124.95, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5861.JPG, 03-08 13:18:03, 0, Auto
3636.34, 1438.04, 62.19, 122.5, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5862.JPG, 03-08 13:18:03, 0, Auto
3641.02, 1437.43, 60.97, 120.1, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5863.JPG, 03-08 13:18:03, 0, Auto
3635.02, 1438.29, 60.97, 120.1, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5864.JPG, 03-08 13:18:03, 0, Auto
3634.92, 1435.87, 63.44, 124.95, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5865.JPG, 03-08 13:18:03, 0, Auto
3633.58, 1431.37, 68.67, 135.25, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5866.JPG, 03-08 13:18:03, 0, Auto
3632.07, 1427.32, 71.44, 140.72, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5867.JPG, 03-08 13:18:03, 0, Auto
3632.16, 1428.02, 68.67, 135.25, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\44\Top\1\DSC_5868.JPG, 03-08 13:18:03, 0, Auto
