3406, 1569, 43, 59, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4350.JPG, 09-08 13:28:52, 0, Start 
3405.87, 1569.09, 43.0, 59.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4350.JPG, 09-08 13:28:52, 0, Auto
3404.56, 1568.55, 44.74, 61.38, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4351.JPG, 09-08 13:28:52, 0, Auto
3405.39, 1567.57, 44.74, 61.38, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4352.JPG, 08-08 00:11:20, 0, Auto
3404.19, 1568.17, 45.63, 62.61, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4353.JPG, 09-08 13:28:52, 0, Auto
3405.03, 1569.55, 43.0, 59.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4354.JPG, 09-08 13:28:53, 0, Auto
3403.76, 1568.61, 44.74, 61.38, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4355.JPG, 09-08 13:28:53, 0, Auto
3405.39, 1569.54, 43.0, 59.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4356.JPG, 09-08 13:28:53, 0, Auto
3405.66, 1568.04, 43.86, 60.18, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4357.JPG, 09-08 13:28:53, 0, Auto
3405.24, 1568.67, 43.86, 60.18, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4358.JPG, 09-08 13:28:53, 0, Auto
3405.11, 1567.9, 45.63, 62.61, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4359.JPG, 09-08 13:28:53, 0, Auto
3406.27, 1568.01, 44.74, 61.38, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4360.JPG, 09-08 13:28:46, 0, Auto
3405.98, 1568.29, 44.74, 61.38, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4361.JPG, 09-08 13:28:53, 0, Auto
3407.34, 1569.99, 43.0, 59.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4362.JPG, 09-08 13:28:53, 0, Auto
3407.51, 1569.65, 43.0, 59.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4363.JPG, 09-08 13:28:46, 0, Auto
3406.2, 1570.65, 43.0, 59.0, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4364.JPG, 09-08 13:28:53, 0, Auto
3406.65, 1568.97, 43.86, 60.18, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4365.JPG, 09-08 13:28:53, 0, Auto
3406.07, 1569.69, 44.74, 61.38, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4366.JPG, 09-08 13:28:53, 0, Auto
3411.7, 1569.85, 44.74, 61.38, C:\Users\Amir\Documents\PHD\Experiments\Force Measurements\Exp2_Pendulum\Measurements\49\Top\3\DSC_4367.JPG, 09-08 13:28:53, 0, Auto
